GPSTIMESTAMP,BUSID,LINE,LATITUDE,LONGITUDE,VELOCITY,ID,SWVERSION_x,ELEVATION,NEIGHBORHOOD,ADMINISTRATIVEREGION,PARKING,TERMINAL,CORRIDOR,SWVERSION_y
2023-02-21 00:07:51,A27582,432,-22.91692,-43.25136,2.5,27848,2.0.14,24,036,9.0,,,,2.0.14
2023-02-21 00:08:00,A27670,432,-22.91494,-43.2203,5.0,28379,2.0.14,16,035,9.0,,,,2.0.14
2023-02-21 00:08:02,A27611,432,-22.91357,-43.24342,0.0,28506,2.0.14,27,036,9.0,,,,2.0.14
2023-02-21 00:08:11,A27544,432,-22.9839,-43.21982,8.055555555555555,29010,2.0.14,11,026,6.0,,,3.0,2.0.14
2023-02-21 00:08:13,A27574,432,-22.91739,-43.21775,6.944444444444445,29132,2.0.14,20,033,8.0,,,,2.0.14
2023-02-21 00:08:30,A27670,432,-22.91552,-43.22118,3.333333333333333,30129,2.0.14,19,035,9.0,,,,2.0.14
2023-02-21 00:08:32,A27611,432,-22.91365,-43.24404,1.6666666666666665,30234,2.0.14,26,036,9.0,,,,2.0.14
2023-02-21 00:08:41,A27544,432,-22.9837,-43.21829,0.0,30744,2.0.14,17,026,6.0,,,3.0,2.0.14
2023-02-21 00:08:43,A27574,432,-22.9164,-43.2182,2.2222222222222223,30900,2.0.14,17,033,8.0,,,,2.0.14
2023-02-21 00:09:00,A27670,432,-22.91613,-43.22234,5.277777777777778,31841,2.0.14,14,035,9.0,,,,2.0.14
2023-02-21 00:09:02,A27611,432,-22.91369,-43.24412,0.0,31970,2.0.14,26,036,9.0,,,,2.0.14
2023-02-21 00:09:11,A27544,432,-22.98368,-43.21809,0.0,32556,2.0.14,15,026,6.0,,,3.0,2.0.14
2023-02-21 00:09:13,A27574,432,-22.91452,-43.21901,8.333333333333334,32615,2.0.14,13,033,8.0,,,,2.0.14
2023-02-21 00:09:30,A27670,432,-22.91477,-43.22398,5.833333333333333,33637,2.0.14,18,035,9.0,,,,2.0.14
2023-02-21 00:09:32,A27611,432,-22.91378,-43.24455,1.6666666666666665,33759,2.0.14,27,036,9.0,,,,2.0.14
2023-02-21 00:09:41,A27544,432,-22.98369,-43.21751,6.111111111111111,34305,2.0.14,15,026,6.0,,,3.0,2.0.14
2023-02-21 00:09:43,A27574,432,-22.91557,-43.22104,8.055555555555555,34403,2.0.14,19,033,8.0,,,,2.0.14
2023-02-21 00:10:00,A27670,432,-22.91308,-43.22566,9.444444444444445,35414,2.0.14,10,035,9.0,,,,2.0.14
2023-02-21 00:10:02,A27611,432,-22.91398,-43.24576,4.722222222222222,35525,2.0.14,31,036,9.0,,,,2.0.14
2023-02-21 00:10:11,A27544,432,-22.98362,-43.21628,3.611111111111111,36045,2.0.14,19,026,6.0,,,3.0,2.0.14
2023-02-21 00:10:13,A27574,432,-22.91586,-43.22261,7.777777777777778,36173,2.0.14,13,035,9.0,,,,2.0.14
2023-02-21 00:10:30,A27670,432,-22.91272,-43.22694,8.333333333333334,37139,2.0.14,11,035,9.0,,,,2.0.14
2023-02-21 00:10:32,A27611,432,-22.91416,-43.24667,5.0,37283,2.0.14,26,036,9.0,,,,2.0.14
2023-02-21 00:10:41,A27544,432,-22.98375,-43.21471,0.0,37842,2.0.14,15,025,6.0,,,,2.0.14
2023-02-21 00:10:43,A27574,432,-22.91459,-43.22409,4.444444444444445,37929,2.0.14,17,035,9.0,,,,2.0.14
2023-02-21 00:11:02,A27611,432,-22.91454,-43.24847,5.833333333333333,39060,2.0.14,24,036,9.0,,,,2.0.14
2023-02-21 00:11:11,A27544,432,-22.98375,-43.21471,0.0,39560,2.0.14,15,025,6.0,,,,2.0.14
2023-02-21 00:11:13,A27574,432,-22.91319,-43.22543,8.61111111111111,39689,2.0.14,10,035,9.0,,,,2.0.14
2023-02-21 00:11:30,A27670,432,-22.91602,-43.22977,0.2777777777777778,40716,2.0.14,20,035,9.0,,,,2.0.14
2023-02-21 00:11:32,A27611,432,-22.91483,-43.25018,5.833333333333333,40783,2.0.14,27,036,9.0,,,,2.0.14
2023-02-21 00:11:41,A27544,432,-22.98381,-43.2135,6.111111111111111,41343,2.0.14,26,025,6.0,,,4.0,2.0.14
2023-02-21 00:11:43,A27574,432,-22.91244,-43.22634,5.833333333333333,41451,2.0.14,10,035,9.0,,,,2.0.14
2023-02-21 00:12:00,A27670,432,-22.9168,-43.23025,8.88888888888889,42476,2.0.14,18,035,9.0,,,,2.0.14
2023-02-21 00:12:02,A27611,432,-22.91506,-43.25156,0.0,42566,2.0.14,23,036,9.0,,,,2.0.14
2023-02-21 00:12:11,A27544,432,-22.98392,-43.21082,10.277777777777777,43102,2.0.14,17,025,6.0,,,4.0,2.0.14
2023-02-21 00:12:13,A27574,432,-22.9141,-43.22813,11.666666666666666,43188,2.0.14,12,035,9.0,,,,2.0.14
2023-02-21 00:12:30,A27670,432,-22.9189,-43.23291,13.055555555555555,44179,2.0.14,25,035,9.0,,,,2.0.14
2023-02-21 00:12:32,A27611,432,-22.91524,-43.25174,3.888888888888889,44322,2.0.14,24,036,9.0,,,,2.0.14
2023-02-21 00:12:41,A27544,432,-22.98397,-43.20944,0.0,44828,2.0.14,10,025,6.0,,,4.0,2.0.14
2023-02-21 00:12:43,A27574,432,-22.916,-43.22977,0.8333333333333333,44921,2.0.14,20,035,9.0,,,,2.0.14
2023-02-21 00:13:00,A27670,432,-22.91823,-43.23467,8.61111111111111,45938,2.0.14,17,035,9.0,,,,2.0.14
2023-02-21 00:13:02,A27611,432,-22.91606,-43.25154,0.0,46025,2.0.14,27,036,9.0,,,25.0,2.0.14
2023-02-21 00:13:11,A27544,432,-22.98404,-43.20803,7.777777777777778,46566,2.0.14,29,025,6.0,,,4.0,2.0.14
2023-02-21 00:13:13,A27574,432,-22.91638,-43.22997,6.111111111111111,46664,2.0.14,19,035,9.0,,,,2.0.14
2023-02-21 00:13:32,A27611,432,-22.91649,-43.25145,4.166666666666667,47760,2.0.14,22,036,9.0,,,,2.0.14
2023-02-21 00:13:41,A27544,432,-22.98398,-43.20732,0.0,48315,2.0.14,12,025,6.0,,,4.0,2.0.14
2023-02-21 00:13:43,A27574,432,-22.91819,-43.23197,8.61111111111111,48435,2.0.14,19,035,9.0,,,,2.0.14
2023-02-21 00:14:00,A27670,432,-22.91371,-43.23594,6.388888888888888,49444,2.0.14,13,036,9.0,,,24.0,2.0.14
2023-02-21 00:14:11,A27544,432,-22.98424,-43.20623,7.222222222222222,50086,2.0.14,12,025,6.0,,,4.0,2.0.14
2023-02-21 00:14:13,A27574,432,-22.91928,-43.23363,7.777777777777778,50164,2.0.14,16,035,9.0,,,,2.0.14
2023-02-21 00:14:30,A27670,432,-22.91432,-43.23868,10.277777777777777,51130,2.0.14,17,036,9.0,,,24.0,2.0.14
2023-02-21 00:14:41,A27544,432,-22.98432,-43.20452,8.055555555555555,51809,2.0.14,30,025,6.0,,,4.0,2.0.14
2023-02-21 00:14:43,A27574,432,-22.91815,-43.23466,7.777777777777778,51888,2.0.14,19,035,9.0,,,,2.0.14
2023-02-21 00:15:00,A27670,432,-22.91492,-43.2414,4.166666666666667,52888,2.0.14,24,036,9.0,,,24.0,2.0.14
2023-02-21 00:15:11,A27544,432,-22.98443,-43.20245,6.666666666666666,53520,2.0.14,26,025,6.0,,,4.0,2.0.14
2023-02-21 00:15:13,A27574,432,-22.91626,-43.23514,4.444444444444445,53610,2.0.14,21,035,9.0,,,,2.0.14
2023-02-21 00:15:30,A27670,432,-22.91506,-43.2421,1.1111111111111112,54658,2.0.14,22,036,9.0,,,24.0,2.0.14
2023-02-21 00:15:41,A27544,432,-22.9844,-43.20154,1.9444444444444444,55255,2.0.14,19,025,6.0,,,4.0,2.0.14
2023-02-21 00:15:43,A27574,432,-22.91536,-43.23535,7.222222222222222,55352,2.0.14,16,036,9.0,,,,2.0.14
2023-02-21 00:16:00,A27670,432,-22.91392,-43.24247,6.111111111111111,56362,2.0.14,22,036,9.0,,,,2.0.14
2023-02-21 00:16:11,A27544,432,-22.98449,-43.19997,8.333333333333334,57026,2.0.14,28,025,6.0,,,4.0,2.0.14
2023-02-21 00:16:13,A27574,432,-22.91379,-43.2361,6.666666666666666,57107,2.0.14,16,036,9.0,,,24.0,2.0.14
2023-02-21 00:16:30,A27670,432,-22.91345,-43.243,0.0,58083,2.0.14,29,036,9.0,,,,2.0.14
2023-02-21 00:16:41,A27544,432,-22.98471,-43.19733,3.333333333333333,58704,2.0.14,24,025,6.0,,21.0,4.0,2.0.14
2023-02-21 00:16:43,A27574,432,-22.91432,-43.23861,8.88888888888889,58814,2.0.14,17,036,9.0,,,24.0,2.0.14
2023-02-21 00:17:00,A27670,432,-22.9135,-43.24325,2.2222222222222223,59805,2.0.14,27,036,9.0,,,,2.0.14
2023-02-21 00:17:11,A27544,432,-22.98471,-43.1972,0.0,60458,2.0.14,24,025,6.0,,21.0,4.0,2.0.14
2023-02-21 00:17:13,A27574,432,-22.91496,-43.24146,9.722222222222221,60569,2.0.14,24,036,9.0,,,24.0,2.0.14
2023-02-21 00:17:30,A27670,432,-22.91353,-43.24331,0.0,61583,2.0.14,27,036,9.0,,,,2.0.14
2023-02-21 00:17:41,A27544,432,-22.98472,-43.19602,6.944444444444445,62182,2.0.14,22,025,6.0,,21.0,4.0,2.0.14
2023-02-21 00:17:43,A27574,432,-22.91473,-43.24224,3.611111111111111,62270,2.0.14,22,036,9.0,,,,2.0.14
2023-02-21 00:18:00,A27670,432,-22.9135,-43.2434,1.3888888888888888,63240,2.0.14,27,036,9.0,,,,2.0.14
2023-02-21 00:18:11,A27544,432,-22.98418,-43.19447,7.222222222222222,63931,2.0.14,16,025,6.0,,,4.0,2.0.14
2023-02-21 00:18:13,A27574,432,-22.91348,-43.24252,0.0,63997,2.0.14,21,036,9.0,,,,2.0.14
2023-02-21 00:18:30,A27670,432,-22.91364,-43.24416,0.0,64956,2.0.14,26,036,9.0,,,,2.0.14
2023-02-21 00:18:41,A27544,432,-22.98324,-43.19173,9.722222222222221,65603,2.0.14,28,024,5.0,,,4.0,2.0.14
2023-02-21 00:18:43,A27574,432,-22.91341,-43.24266,0.0,65720,2.0.14,26,036,9.0,,,,2.0.14
2023-02-21 00:19:00,A27670,432,-22.91371,-43.24439,2.5,66695,2.0.14,26,036,9.0,,,,2.0.14
2023-02-21 00:19:11,A27544,432,-22.98285,-43.19091,5.0,67360,2.0.14,22,024,5.0,,,4.0,2.0.14
2023-02-21 00:19:11,A27544,432,-22.98285,-43.19091,5.0,67360,2.0.14,22,024,5.0,,,1.0,2.0.14
2023-02-21 00:19:13,A27574,432,-22.91347,-43.24316,0.0,67466,2.0.14,29,036,9.0,,,,2.0.14
2023-02-21 00:19:41,A27544,432,-22.98248,-43.19094,0.0,69040,2.0.14,22,024,5.0,,,1.0,2.0.14
2023-02-21 00:19:43,A27574,432,-22.91347,-43.24323,0.0,69167,2.0.14,31,036,9.0,,,,2.0.14
2023-02-21 00:20:00,A27670,432,-22.91432,-43.24763,8.055555555555555,70156,2.0.14,26,036,9.0,,,,2.0.14
2023-02-21 00:20:11,A27544,432,-22.98248,-43.19096,0.0,70774,2.0.14,22,024,5.0,,,1.0,2.0.14
2023-02-21 00:20:13,A27574,432,-22.91357,-43.24403,0.0,70881,2.0.14,26,036,9.0,,,,2.0.14
2023-02-21 00:20:30,A27670,432,-22.91465,-43.2496,10.277777777777777,71858,2.0.14,29,036,9.0,,,,2.0.14
2023-02-21 00:20:41,A27544,432,-22.9824,-43.19096,2.5,72518,2.0.14,22,024,5.0,,,1.0,2.0.14
2023-02-21 00:20:43,A27574,432,-22.91362,-43.24422,0.2777777777777778,72582,2.0.14,26,036,9.0,,,,2.0.14
2023-02-21 00:21:00,A27670,432,-22.91493,-43.25109,6.666666666666666,73585,2.0.14,21,036,9.0,,,,2.0.14
2023-02-21 00:21:11,A27544,432,-22.98136,-43.19106,6.666666666666666,74186,2.0.14,19,024,5.0,,,1.0,2.0.14
2023-02-21 00:21:13,A27574,432,-22.91377,-43.24506,2.5,74298,2.0.14,24,036,9.0,,,,2.0.14
2023-02-21 00:21:30,A27670,432,-22.91508,-43.25171,2.7777777777777777,75240,2.0.14,23,036,9.0,,,,2.0.14
2023-02-21 00:21:41,A27544,432,-22.98044,-43.19105,3.888888888888889,75870,2.0.14,11,024,5.0,,,1.0,2.0.14
2023-02-21 00:21:43,A27574,432,-22.91409,-43.24646,6.111111111111111,75982,2.0.14,25,036,9.0,,,,2.0.14
2023-02-21 00:22:00,A27670,432,-22.91607,-43.25157,0.8333333333333333,76976,2.0.14,27,036,9.0,,,25.0,2.0.14
2023-02-21 00:22:11,A27544,432,-22.97934,-43.19098,2.2222222222222223,77573,2.0.14,30,024,5.0,,,1.0,2.0.14
2023-02-21 00:22:13,A27574,432,-22.91433,-43.24791,1.9444444444444444,77724,2.0.14,26,036,9.0,,,,2.0.14
2023-02-21 00:22:41,A27544,432,-22.97794,-43.19059,8.333333333333334,79277,2.0.14,25,024,5.0,,,1.0,2.0.14
2023-02-21 00:22:43,A27574,432,-22.91467,-43.24981,8.055555555555555,79391,2.0.14,29,036,9.0,,,,2.0.14
2023-02-21 00:23:11,A27544,432,-22.97719,-43.19042,0.0,81037,2.0.14,20,024,5.0,,,1.0,2.0.14
2023-02-21 00:23:13,A27574,432,-22.91491,-43.25112,5.0,81145,2.0.14,21,036,9.0,,,,2.0.14
2023-02-21 00:23:41,A27544,432,-22.97621,-43.19018,3.0555555555555554,82726,2.0.14,27,024,5.0,,,1.0,2.0.14
2023-02-21 00:23:43,A27574,432,-22.91569,-43.2517,4.444444444444445,82839,2.0.14,25,036,9.0,,,,2.0.14
